序 号,出货条码,品名,规格,单位,:销售数量,售价,:销售金额,:毛利,:毛利率％,:成本金额,商品库存,最新货商
494,155117,琴华当归,,公斤,0.32,126,40.04,40.07,100,0,-15.729,5051
495,155119,琴华宁夏一级苟杞,,公斤,1.78,109.2,193.95,193.94,100,0,-65.765,5051
496,155121,琴华党参,,公斤,1.41,101.6,143.1,143.05,100,0,-52.047,5051
497,155122,琴华北芪,,公斤,0.51,84,42.67,42.67,100,0,-26.288,5051
498,155125,琴华莲子,,公斤,4.28,105.6,444.41,444.39,100,0,-115.604,5051
499,155126,琴华百合,,公斤,4.09,117.6,434.34,434.37,100,0,-44.142,5051
500,155127,琴华百果,,公斤,0.16,15,2.43,2.43,100,0,-23.665,5051
501,155128,琴华草果,,公斤,0.32,176,57.04,57.02,100,0,-13.223,5051
502,155130,琴华陈皮,,公斤,0.35,15.6,5.42,5.43,100,0,-18.407,5051
503,155131,琴华茴香,,公斤,0.36,25.6,9.24,9.22,100,0,-8.633,5051
504,155132,琴华甘草,,公斤,0.17,53.6,9,9,100,0,-6.456,5051
505,155134,琴华香叶,,公斤,0.46,44,20.4,20.42,100,0,-10.323,5051
506,155135,琴华鸡心枣,,公斤,0.38,21.6,8.12,8.12,100,0,-13.595,5051
507,155136,琴华红枣,,公斤,5.07,25,126.65,126.65,100,0,-299.647,5051
508,155140,琴华八角,,公斤,0.82,84,68.52,68.54,100,0,-41.874,5051
509,155142,琴华清炖排骨汤料50克,,包,8,3,24,24,100,0,-51,5051
510,155143,琴华桂皮,,公斤,0.54,24,12.82,12.86,100,0,-6.838,5051
511,155148,琴华黄花菜,,公斤,0.68,63,38.86,38.86,100,0,-61.957,5051
512,155149,琴华干辣椒,,公斤,1.32,63.2,83.19,83.17,100,0,-30.125,5051
513,155150,琴华花椒,,公斤,0.38,117.6,44.9,44.92,100,0,-18.718,5051
514,155153,琴华木耳,,公斤,1.5,61.8,104.78,104.79,100,0,-28.267,5051
515,155154,琴华银耳,,公斤,3.08,121,402.09,402.08,100,0,-70.936,5051
516,155155,琴华桂圆果,,公斤,2.22,45.6,101.05,101.05,100,0,-18.863,5051
517,155159,琴华海带,,公斤,4.98,16,84.07,84.05,100,0,-152.695,5051
518,155163,琴华罗汉果,,个,40,2.5,81.8,81.8,100,0,-2358,5051
519,155164,琴华清补凉40G,,袋,157,3.3,261.4,261.4,100,0,-1814,5051
520,155167,琴华生晒南瓜子,,公斤,0.27,67,18.36,18.36,100,0,-9.317,5051
521,155169,琴华五香红瓜子,,公斤,1.03,39,40.33,40.33,100,0,-45.819,5051
522,155170,琴华一级葵瓜子,,公斤,0.92,25,23.05,23.05,100,0,-155.142,5051
523,155175,琴华咸干花生,,公斤,0.85,23.6,19.97,19.97,100,0,-148.313,5051
524,155177,琴华红瓜子,,公斤,0.66,24,15.84,15.84,100,0,-52.446,5051
525,155179,琴华花菇,,公斤,0.5,192,95.23,95.23,100,0,-15.225,5051
526,155180,琴华香菇,,公斤,0.63,172,108.37,108.36,100,0,-22.44,5051
527,155184,琴华龙口粉丝/扎,,扎,14,6.5,95,95,100,0,-910,5051
528,155185,琴华原味白玉瓜子,,公斤,0.36,16,5.79,5.79,100,0,-9.417,5051
529,155190,穗丰火锅面,,公斤,11.61,17.6,131.71,131.71,100,0,-165.388,5051
530,155191,穗丰鸡蛋面,,公斤,17.4,11,191.44,191.44,100,0,-3809.272,5051
531,155192,穗丰长寿面,,公斤,145.75,12.6,1191.42,1191.36,100,0,-611.124,5051
532,155193,穗丰蛋面,,公斤,2.83,12.6,35.72,35.71,100,0,-2106.039,5051
533,155194,穗丰快餐面,,公斤,1.05,14.6,15.39,15.39,100,0,-242.489,5051
534,155195,穗丰小碗面,,公斤,30.44,17.6,337.82,337.84,100,0,-877.251,5051
535,155198,穗丰鸡汁面,,公斤,4.21,14.2,59.78,59.81,100,0,-461.464,5051
536,155199,美味火锅面,,公斤,2.77,13.4,55.36,55.36,100,0,-176.604,5051
537,155200,美味云吞面,,公斤,4.54,12.4,84.48,84.48,100,0,-73.662,5051
538,155202,三九全蛋面,,公斤,1.3,18.6,24.18,24.18,100,0,-54.678,5051
539,155203,琴华番茄营养面,,公斤,0.19,18,3.38,3.38,100,0,-34.977,5051
540,155204,琴华蔬菜营养面,,公斤,2.37,18,42.73,42.73,100,0,-35.486,5051
541,155205,手拍捞面,,公斤,87.49,12.4,1033.98,1034.01,100,0,-1891.748,5051
542,155206,琴华红薯粉,,公斤,6.3,16.6,104.62,104.61,100,0,-293.628,5051
543,155207,琴华藕粉,,公斤,4.09,16.6,67.94,67.96,100,0,-91.895,5051
544,155208,琴华炖鸡鸭汤料40克,,包,20,3.6,72,72,100,0,-699,5051
545,155210,穗丰老婆面,,公斤,5.89,18.6,109.62,109.63,100,0,-341.164,5051
546,155212,琴华干米粉,,公斤,40.53,9.8,374.17,374.2,100,0,-846.832,5051
547,155217,良凤江营养安浦蛋,,公斤,10.64,12.4,131.95,131.96,100,0,-544.463,5053
548,155218,良凤江营养土鸡蛋,,公斤,22.66,14.6,330.86,330.84,100,0,-812.906,5053
549,155219,良凤江优源红壳蛋,,公斤,10.57,12.4,131.04,131.04,100,0,-501.786,5053
550,155220,良凤江绿优土蛋,,公斤,74.36,14.6,844.6,844.63,100,0,-823.23,5053
551,155221,良凤江本地小土鸡蛋,,公斤,42.76,13.6,581.6,581.59,100,0,-1207.6,5053
552,155223,良凤江放养鸭蛋,,公斤,16.67,13,216.75,216.76,100,0,-471.544,5053
553,155225,良凤江黄心咸蛋1*8,1*8,盒,33,6.9,227.7,227.7,100,0,-833,5053
554,155226,良凤江泥巴皮蛋1*8,1*8,盒,22,6.8,149.6,149.6,100,0,-669,5053
555,155227,良凤江农家土蛋,,公斤,16.24,13.6,220.86,220.86,100,0,-786.035,5053
556,155228,良凤江果园营养蛋,,公斤,17.4,13.6,236.6,236.61,100,0,-669.771,5053
557,155229,良凤江本地小营养土蛋,1*8,公斤,26.03,15.6,406.03,406.01,100,0,-501.256,5053
558,155231,良凤江初产土鸡蛋,,公斤,38.76,16.8,651.21,651.24,100,0,-800.461,5053
559,155232,良凤江本地养殖小小土蛋,,公斤,22.27,16.8,374.13,374.14,100,0,-514.265,5053
560,155233,良凤江海鸭蛋,,公斤,15.16,13.6,206.25,206.23,100,0,-155.604,5053
561,155237,良凤江鲜土鸡蛋,,公斤,17.53,13.6,238.42,238.44,100,0,-936.775,5053
562,155238,良凤江鲜鹌鹑蛋,,公斤,15.66,14,219.19,219.18,100,0,-285.279,5053
563,155287,琴化五彩蜜饯,,盒,231,2.3,498.8,498.8,100,0,-2916,5077
564,155288,琴华酸甜蜜饯,,盒,387,3.5,1168.5,1168.5,100,0,-5797,5077
565,155289,琴华甜蜜蜂蜜饯,,盒,105,4.5,472.5,472.5,100,0,-2324,5077
566,155290,琴华榄仁蜜饯,,盒,35,5.5,192.5,192.5,100,0,-878,5077
567,155308,琴华蒜茸花生,,公斤,0.33,25,8.25,8.25,100,0,-155.449,5051
568,155317,精选玉米粉,,袋,34,3.6,122.4,122.4,100,0,-692.733,5077
569,155376,罗汉果,,个,47,1.8,84.6,84.6,100,0,-327,5019
570,155394,琴华糯米粉,,公斤,16.56,12.8,212.04,211.94,100,0,-264.076,5077
571,155395,琴华面粉,,公斤,63.96,7.8,480.81,480.78,100,0,-457.009,5077
572,155419,单晶冰糖,,公斤,19.34,13,251.35,251.37,100,0,-374.871,5010
573,155420,东北黑豆,,公斤,19.12,26,497.13,497.12,100,0,-317.442,5010
574,155443,良凤江特级松花皮蛋1*6,1*6,盒,68,6.5,442,442,100,0,-1305,5053
575,155447,良凤江农家放养小小土鸡蛋,,公斤,32.99,16,527.79,527.78,100,0,-751.193,5053
576,155448,良凤江农家放牧土鸡蛋,,公斤,60.46,13.6,686.47,686.46,100,0,-885.13,5053
577,155449,琴华通心粉,,公斤,6.9,17.6,121.36,121.37,100,0,-74.349,5051
578,155450,琴华玉米营养面,,公斤,20.18,12.4,301.6,301.61,100,0,-950.314,5051
579,155451,琴华绿豆粉丝,,公斤,16.79,10.6,200.64,200.64,100,0,-341.001,5051
580,155452,蝴蝶花,,公斤,2.21,22,48.54,48.53,100,0,-53.972,5051
581,155495,马大姐B类糖系列,,公斤,1.9,33.6,63.99,63.97,100,0,-205.756,5001
582,155496,马大姐C类糖系列,,公斤,6.94,33.6,233.31,233.32,100,0,-1082.639,5001
583,155497,马大姐A类糖系列,,公斤,0.51,55.6,28.58,28.58,100,0,-214.562,5001
584,155551,雅佳福散装蛋糕,,公斤,34.51,21.6,742.68,742.66,100,0,-193.07,5001
585,155552,三牛散装饼干系列,,公斤,475.16,21.6,9667.11,9667.2,100,0,-5793.799,5001
586,155554,信利散装沙琪玛系列,,公斤,3.41,19.6,66.85,66.84,100,0,-209.752,5001
587,155559,申旗糖果系列,,公斤,1.08,33.6,21.68,21.69,100,0,-28.162,5001
588,155560,多纳散装酥角,,公斤,0.96,19.6,18.9,18.89,100,0,-98.589,5001
589,155611,大明山初产蛋,,公斤,4.45,19.6,87.26,87.26,100,0,-100.34,5086
590,155612,港荣散装饼干系列,,公斤,0.35,17,5.95,5.95,100,0,-259.04,5031
591,155613,港荣散装糕点系列,,公斤,1.25,23.6,29.54,29.55,100,0,-64.4,5031
592,155614,大明山小小土鸡蛋,,公斤,40.35,17.6,710.25,710.23,100,0,-93.548,5086
593,155616,黄心咸鸭蛋1*6,,盒,18,6.5,117,117,100,0,-28,5086
594,156077,世界一苹果,,公斤,152.25,17.6,2679.65,2679.64,100,0,-1155.322,5006
595,156079,青蛇果,,公斤,0.59,25.6,15.21,15.21,100,0,-28.611,5006
596,156082,极品水晶红富士,,公斤,86.13,13.6,1171.3,1171.31,100,0,-749.116,5006
597,156083,陕西红富士,,公斤,804.92,7.96,6285.65,6285.59,100,0,-5749.494,5006
598,156085,红富士,,公斤,237.87,9,1512.93,1512.87,100,0,-5168.942,5006
599,156086,水晶红富士,,公斤,212.69,11.6,2467.16,2467.17,100,0,-1207.175,5006
600,156087,高山红富士,,公斤,341.61,9.6,3279.45,3279.48,100,0,-1931.798,5006
601,156091,花牛苹果,,公斤,16.07,17.2,276.38,276.39,100,0,-258.431,5006
602,156093,水晶梨,,公斤,259.97,7.6,1415.06,1415.05,100,0,-535.353,5006
603,156094,雪花梨,,公斤,112.45,7,787.24,787.18,100,0,-653.406,5006
604,156096,密梨,,公斤,134.9,6.4,780.87,780.82,100,0,-1173.454,5006
605,156097,新疆香梨,,公斤,78.03,17.6,1278.28,1278.22,100,0,-934.672,5006
606,156098,贡梨,,公斤,144.92,9,1304.3,1304.32,100,0,-761.754,5006
607,156114,麻水桔,,公斤,15.91,11,174.99,174.97,100,0,-336.834,5006
608,156118,大金桔,,公斤,40.88,13.6,629.03,629.01,100,0,-205.618,5006
609,156124,沙田柚,,公斤,9.47,7.6,71.95,71.94,100,0,-945.189,5006
610,156133,水果番茄,,公斤,21.98,6,247.98,247.99,100,0,-25.958,5006
611,156134,圣女茄,,公斤,37.43,7.6,353.89,353.89,100,0,-415.576,5006
612,156136,特价水果,,公斤,5.15,12,61.82,61.82,100,0,-7.69,5006
613,156139,象牙芒,,公斤,13.39,11.6,131.45,131.47,100,0,-108.819,5006
614,156140,珍珠香芒,,公斤,90.6,9.96,821.4,821.42,100,0,-297.015,5006
615,156141,桂七香芒,,公斤,67.27,11.6,780.35,780.33,100,0,-158.278,5006
616,156148,脐橙,,公斤,180.64,7.6,1393.3,1393.29,100,0,-1110.932,5006
617,156149,富川脐橙,,公斤,191.1,9,1779.67,1779.63,100,0,-859.141,5006
618,156151,新奇士,,公斤,1,15,15,15,100,0,-40.047,5006
619,156156,花皮西瓜,,公斤,12.85,3.96,50.86,50.87,100,0,-870.103,5006
620,156158,冰糖麒磷西瓜,,公斤,67.06,5.6,509.67,509.67,100,0,-576.95,5006
621,156161,无籽西瓜,,公斤,27.08,5.96,168.92,168.92,100,0,-52.713,5006
